year,month,firm,product,substance,brand,cNLCES,cNLCESColl,cRCCES,cRCCESColl
1995,1,McNeil,58,Ibuprofen,Ipren,0.435960736017049,0.247760709033447,0.410174046083534,0.309580367579877
1995,1,McNeil,90,ASA,Treo,0.332422005469419,0.215141363548379,0.382923186130038,0.300120507016464
1995,1,McNeil,61,ASA,Magnecyl,0.307292957781454,0.198878007045771,0.40515573949706,0.299135709190633
1995,1,McNeil,57,Ibuprofen,Ipren,0.511056072837336,0.290438116328613,0.480827560496306,0.362906367046605
1995,1,Nycomed,52,Ibuprofen,Ibumetin,0.534635584326245,0.269192761287071,0.491489454588074,0.337074556635215
1995,1,Nycomed,51,Ibuprofen,Ibumetin,0.636546635322756,0.320505689247133,0.585176085892074,0.401326962082876
1995,1,Meda,35,ASA,Bamyl,0.273349829046158,0.140546594097676,0.255412971786769,0.177878414293175
1995,1,Meda,32,ASA,Bamyl,0.421482109447431,0.197325303588935,0.371938591080239,0.230765513122464
1995,1,Meda,2,ASA,Acetylsalicylsyra Ellem,0.245389047187748,0.126170171503155,0.229286939760855,0.1596833433223
1995,1,Meda,3,ASA,Acetylsalicylsyra Ellem,0.186239468315184,0.0957575976893736,0.174018678673973,0.121192617600338
1995,1,Meda,26,ASA,Bamyl,0.47888037652247,0.224197453609513,0.422589923860001,0.262191616999748
1995,1,Meda,30,ASA,Bamyl,0.495102654587171,0.23179223847053,0.4369053387074,0.271073470434818
1995,1,Meda,36,ASA,Bamyl,0.21508082025161,0.11058677756478,0.20096749892433,0.13996070670588
1995,1,Meda,1,ASA,Acetylsalicylsyra Ellem,0.343708017366286,0.17672222943567,0.321154348070355,0.223662979129365
1995,1,Meda,27,ASA,Bamyl,0.399929182368257,0.187234868470102,0.352919123463945,0.218965078026329
1995,1,Meda,34,ASA,Bamyl,0.369702827999669,0.190087820742183,0.345443413324482,0.240578723000333
1995,1,Meda,4,ASA,Albyl,0.301590192284746,0.15506676732447,0.28180023942939,0.196255418769351
1995,1,Meda,5,ASA,Albyl,0.248033553425803,0.127529880949931,0.231757916968074,0.161404217185126
1995,1,Bayer,25,ASA,Aspirin,0.22048089214148,0.112779986956484,0.202197937671573,0.138818634919158
1995,1,Bayer,10,ASA,Alka-seltzer,0.585946023573974,0.274558860045331,0.533888404253256,0.326163892653339
1995,1,Bayer,24,ASA,Aspirin,0.367386967160032,0.187925116602409,0.336922108603882,0.231313275145489
1995,1,Meda,98,ASA,Dispril,0.316536488475461,0.162751612167103,0.295765779267467,0.205981503015454
1995,1,Meda,100,ASA,Dispril,0.172267018417765,0.0885734693834035,0.160963082612712,0.112100249625512
1995,1,Meda,99,ASA,Dispril,0.232438108794778,0.119511267461208,0.217185824958924,0.151255709059683
1995,2,AstraZeneca,89,Paracetamol,Reliv,0.243440133091659,0.14502773216078,0.284037492888452,0.209305513592926
1995,2,AstraZeneca,11,Paracetamol,Alvedon,0.470820767146675,0.259788278654666,0.419840208741165,0.283574406968216
1995,2,AstraZeneca,23,Paracetamol,Alvedon,0.301677638707737,0.179722312955396,0.289844947586649,0.231452961670066
1995,2,AstraZeneca,43,Paracetamol,Curadon,0.272837425505882,0.162540960552324,0.318337232742358,0.234580784801735
1995,2,AstraZeneca,37,Paracetamol,Curadon,0.446968738734301,0.246627267424797,0.468021692637156,0.313008503531279
1995,2,AstraZeneca,104,Ibuprofen,Nurofen,0.529474925713098,0.279847745244079,0.517041963575499,0.370500248450553
1995,2,AstraZeneca,86,Paracetamol,Reliv,0.406104412758332,0.224079254158482,0.425232590504627,0.284391554708923
1995,2,GSK,81,Paracetamol,Panodil,0.444186757627692,0.222700054427572,0.382548037645014,0.267069743217091
1995,2,GSK,72,Paracetamol,Panodil,0.663727132104631,0.323736996735433,0.563442414367439,0.350159713035648
1995,2,McNeil,91,ASA,Treo,0.275307201418309,0.176833899488415,0.314347742250835,0.24464497875741
1995,2,McNeil,92,ASA,Treo,0.266066796781127,0.170898650514085,0.303796981790456,0.236433720263165
1995,2,McNeil,64,ASA,Magnecyl,0.293000691606757,0.164492566864022,0.291403444529152,0.224311305932114
1995,2,McNeil,67,ASA,Magnecyl,0.335437418400812,0.188316831855963,0.333608834197405,0.256799412204011
1995,2,McNeil,68,ASA,Magnecyl,0.221652075867196,0.124436972179807,0.220443774519911,0.169689246560087
1995,2,McNeil,66,ASA,Magnecyl,0.320027859558079,0.205558641615767,0.418665363213367,0.30791275493661
1995,2,McNeil,62,ASA,Magnecyl,0.245793924551385,0.157877083945005,0.321551388807352,0.236489049921489
1995,2,McNeil,65,ASA,Magnecyl,0.175821067691786,0.0987071346992276,0.174862606860135,0.134602594581091
1995,2,McNeil,63,ASA,Magnecyl,0.223113299791432,0.143308982208204,0.291880247000685,0.214667032103528
1995,2,McNeil,57,Ibuprofen,Ipren,0.513352483252231,0.290553127874184,0.481965383519208,0.360780526080679
1995,2,McNeil,90,ASA,Treo,0.33723333345965,0.216609972735646,0.385055445112357,0.299674114136849
1995,2,McNeil,58,Ibuprofen,Ipren,0.438283585036228,0.248064771638822,0.411486304330135,0.308022630727594
1995,2,McNeil,61,ASA,Magnecyl,0.311145677975964,0.199853484623731,0.407045556789831,0.299366820827707
1995,2,Nycomed,51,Ibuprofen,Ibumetin,0.636221447960643,0.320151426549245,0.585049396503565,0.400134100735753
1995,2,Nycomed,52,Ibuprofen,Ibumetin,0.533111480643389,0.268265714060491,0.490232687092358,0.335285903332742
1995,2,Meda,1,ASA,Acetylsalicylsyra Ellem,0.344681391481696,0.176735548235695,0.321586197360629,0.223060763640179
1995,2,Meda,2,ASA,Acetylsalicylsyra Ellem,0.248263484398144,0.127297220292033,0.231628721086148,0.160663858805277
1995,2,Meda,27,ASA,Bamyl,0.404253961260579,0.189595275824647,0.356862044530827,0.221495617696743
1995,2,Meda,32,ASA,Bamyl,0.422620908598208,0.19820938175864,0.373075778981958,0.231559089512989
1995,2,Meda,35,ASA,Bamyl,0.27441625404823,0.140707065430816,0.256029138254205,0.17758863894608
1995,2,Meda,30,ASA,Bamyl,0.492089699703486,0.230790273655751,0.434400533222113,0.269621877440974
1995,2,Meda,36,ASA,Bamyl,0.217077168980791,0.111306422155111,0.202532028219604,0.140481616583803
1995,2,Meda,26,ASA,Bamyl,0.477756498490901,0.224067996330684,0.42174765661592,0.261768543743876
1995,2,Meda,3,ASA,Acetylsalicylsyra Ellem,0.187140916308242,0.0959565942881017,0.174601638305581,0.121108353197118
1995,2,Meda,34,ASA,Bamyl,0.371341582101774,0.190405573719383,0.346460036025272,0.240313921557823
1995,2,Meda,5,ASA,Albyl,0.24861745152274,0.127478717104362,0.231958970830992,0.16089292883652
1995,2,Meda,4,ASA,Albyl,0.299944001871439,0.153796430329115,0.279846412851933,0.194108935846881
1995,2,Bayer,25,ASA,Aspirin,0.220473094572879,0.11254914670087,0.202206538165467,0.138428749888943
1995,2,Bayer,10,ASA,Alka-seltzer,0.588088561156809,0.276048149847674,0.53578312699782,0.327504658739484
1995,2,Bayer,24,ASA,Aspirin,0.366826630801994,0.187261054977718,0.336434444597745,0.230319949136048
1995,2,Meda,98,ASA,Dispril,0.319054981121412,0.163595594074352,0.297676871056879,0.206476617220934
1995,2,Meda,99,ASA,Dispril,0.231335604691441,0.118617441881103,0.215835084995566,0.149708971574624
1995,2,Meda,100,ASA,Dispril,0.172413661727052,0.0884051874621504,0.160861175619249,0.111577601800641
1995,3,AstraZeneca,37,Paracetamol,Curadon,0.441460770405292,0.235933969752865,0.461262137349927,0.291151512966569
1995,3,AstraZeneca,104,Ibuprofen,Nurofen,0.526355685742648,0.271248925913306,0.511900331143395,0.346209234410026
1995,3,AstraZeneca,11,Paracetamol,Alvedon,0.464006406529041,0.247983242956453,0.414984986669074,0.244608141279017
1995,3,AstraZeneca,86,Paracetamol,Reliv,0.400637967288522,0.214116660851472,0.418608260311274,0.264228122061253
1995,3,AstraZeneca,23,Paracetamol,Alvedon,0.294112150308203,0.170676278462669,0.263519332649667,0.184084307549009
1995,3,AstraZeneca,43,Paracetamol,Curadon,0.266027399062725,0.15437841107057,0.30260482203355,0.206841640215764
1995,3,AstraZeneca,89,Paracetamol,Reliv,0.238491112036499,0.13839882305494,0.271282434699037,0.185431624578189
1995,3,GSK,72,Paracetamol,Panodil,0.66285261218523,0.314080843699227,0.563975618030144,0.32928336135523
1995,3,GSK,81,Paracetamol,Panodil,0.445023441193228,0.216284379116262,0.381455005188646,0.240967872145541
1995,3,McNeil,57,Ibuprofen,Ipren,0.50853154963067,0.278358385326844,0.457722138167716,0.303913930920271
1995,3,McNeil,58,Ibuprofen,Ipren,0.43659533609924,0.238982169122208,0.392973358090631,0.260922660377205
1995,3,McNeil,62,ASA,Magnecyl,0.242616273240091,0.150030560732668,0.3075740319147,0.211674905818429
1995,3,McNeil,63,ASA,Magnecyl,0.230053646275909,0.142262005299264,0.291647903896939,0.200714417290754
1995,3,McNeil,68,ASA,Magnecyl,0.219728093615967,0.119564837336062,0.214404883920038,0.15590254174607
1995,3,McNeil,65,ASA,Magnecyl,0.175233534862749,0.0953531646631697,0.17098826591929,0.124332546806686
1995,3,McNeil,61,ASA,Magnecyl,0.306899705594093,0.189782549637169,0.389068625044775,0.267760135829992
1995,3,McNeil,91,ASA,Treo,0.27175171909688,0.168047519037706,0.271548386157689,0.176045136925751
1995,3,McNeil,67,ASA,Magnecyl,0.335039566441496,0.182311467794081,0.326922780648422,0.237718896724341
1995,3,McNeil,66,ASA,Magnecyl,0.316109988089514,0.195478061437925,0.400744856339396,0.275795811482508
1995,3,McNeil,92,ASA,Treo,0.26248923880938,0.162319728841482,0.262292836340941,0.170044753134605
1995,3,McNeil,64,ASA,Magnecyl,0.292348894582073,0.159081378493073,0.28526634794626,0.207428804355161
1995,3,McNeil,90,ASA,Treo,0.332708925785786,0.205742615817894,0.332459982802095,0.215534196401891
1995,3,Nycomed,51,Ibuprofen,Ibumetin,0.636192537590896,0.311897429570652,0.584938261118847,0.376224714890833
1995,3,Nycomed,52,Ibuprofen,Ibumetin,0.533997416234414,0.261795622676707,0.490976397297787,0.315789660840732
1995,3,Meda,1,ASA,Acetylsalicylsyra Ellem,0.344784098897895,0.172100899052119,0.321080136745329,0.209169920932133
1995,3,Meda,27,ASA,Bamyl,0.402150942771698,0.183338648658167,0.35495787479911,0.203742947279675
1995,3,Meda,34,ASA,Bamyl,0.37173112370099,0.185551656236735,0.346174549267004,0.225517853059622
1995,3,Meda,26,ASA,Bamyl,0.478974223712976,0.218362006843495,0.422765818627534,0.242664158232936
1995,3,Meda,3,ASA,Acetylsalicylsyra Ellem,0.187683160926855,0.093683092798374,0.174779913481556,0.113861608052259
1995,3,Meda,30,ASA,Bamyl,0.492619714848388,0.224582919538119,0.434809989158711,0.249577414638221
1995,3,Meda,35,ASA,Bamyl,0.272268302985593,0.135904236526557,0.253549813444041,0.165176815258781
1995,3,Meda,36,ASA,Bamyl,0.216641167139251,0.108137642529178,0.201747052117789,0.131429540822827
1995,3,Meda,2,ASA,Acetylsalicylsyra Ellem,0.248673939073122,0.124126978657418,0.231577565838508,0.150862839498903
1995,3,Meda,32,ASA,Bamyl,0.42245288780472,0.192594206140721,0.372877353524045,0.214028583036311
1995,3,Meda,5,ASA,Albyl,0.248280927640188,0.123930804816566,0.231211574004684,0.15062441153597
1995,3,Meda,4,ASA,Albyl,0.301234561807673,0.150362905593348,0.280524637321718,0.182749754634122
1995,3,Bayer,24,ASA,Aspirin,0.365361597580085,0.181874393974539,0.335045487604549,0.215691431148238
1995,3,Bayer,10,ASA,Alka-seltzer,0.589585504922703,0.269124438164558,0.53714087334316,0.304579773954789
1995,3,Bayer,25,ASA,Aspirin,0.220003532485533,0.109516187273332,0.201748600029542,0.129879213069379
1995,3,Meda,100,ASA,Dispril,0.172858054450405,0.0862830585122918,0.160974035455458,0.10486767138464
1995,3,Meda,99,ASA,Dispril,0.231232564294234,0.115421019508645,0.215335288375792,0.14028169322473
1995,3,Meda,98,ASA,Dispril,0.319639944555265,0.159550054677033,0.297664647050523,0.193915734928299
1995,4,AstraZeneca,89,Paracetamol,Reliv,0.23967836254016,0.142197378106562,0.280556109023632,0.20443030594173
1995,4,AstraZeneca,86,Paracetamol,Reliv,0.403285904126382,0.220301102515539,0.421845535971578,0.279583998856553
1995,4,AstraZeneca,37,Paracetamol,Curadon,0.44455105074545,0.242842820940681,0.46500974705447,0.308191680372605
1995,4,AstraZeneca,23,Paracetamol,Alvedon,0.297438544797862,0.176465579828886,0.286617814833025,0.223894759012572
1995,4,AstraZeneca,43,Paracetamol,Curadon,0.26849770142272,0.159295435621779,0.314290658508338,0.229011357824595
1995,4,AstraZeneca,11,Paracetamol,Alvedon,0.467396692324925,0.255322602594681,0.422207341469395,0.276762917271011
1995,4,AstraZeneca,104,Ibuprofen,Nurofen,0.556666488102223,0.292385338250623,0.543898156000048,0.384169009066644
1995,4,GSK,81,Paracetamol,Panodil,0.445317033041856,0.221036404300812,0.383487434692466,0.262710771807212
1995,4,GSK,72,Paracetamol,Panodil,0.664721047403514,0.320941249052109,0.566845700850918,0.346856095470697
1995,4,McNeil,66,ASA,Magnecyl,0.314147974802876,0.201245286519578,0.412188269305721,0.299725576605495
1995,4,McNeil,91,ASA,Treo,0.269634037729357,0.172729361735737,0.301487913199621,0.22770889627586
1995,4,McNeil,57,Ibuprofen,Ipren,0.510406066868162,0.286431516845992,0.473801727219122,0.347549300360883
1995,4,McNeil,63,ASA,Magnecyl,0.228767891603582,0.146550236146297,0.300162499446219,0.218265256246621
1995,4,McNeil,92,ASA,Treo,0.264782092806987,0.169621173479256,0.296062771915815,0.223611375679543
1995,4,McNeil,65,ASA,Magnecyl,0.175118898489058,0.0975865157165537,0.173117561107269,0.131818449277714
1995,4,McNeil,90,ASA,Treo,0.33018853850233,0.211520978539103,0.369196167790286,0.278847835008031
1995,4,McNeil,68,ASA,Magnecyl,0.217940839558483,0.121449411504731,0.215450113811632,0.16405210261574
1995,4,McNeil,58,Ibuprofen,Ipren,0.437498732564747,0.24551711611823,0.406123023609936,0.297904723869446
1995,4,McNeil,67,ASA,Magnecyl,0.333435760682115,0.18580995187278,0.329625107131663,0.250989386560113
1995,4,McNeil,61,ASA,Magnecyl,0.304327000695958,0.194953905047873,0.399302334508379,0.290355479189236
1995,4,McNeil,62,ASA,Magnecyl,0.241613611717237,0.154779290070471,0.317017152559789,0.230521234883421
1995,4,McNeil,64,ASA,Magnecyl,0.291674867601121,0.162538334222442,0.288341476283022,0.219554423150193
1995,4,Nycomed,52,Ibuprofen,Ibumetin,0.531419633340695,0.265483010533564,0.488718053615387,0.329163997639265
1995,4,Nycomed,51,Ibuprofen,Ibumetin,0.619772248371218,0.309621609778314,0.569971201486693,0.383890052419188
1995,4,Meda,3,ASA,Acetylsalicylsyra Ellem,0.186720422414115,0.0949705814290916,0.174057331933818,0.118821960150596
1995,4,Meda,32,ASA,Bamyl,0.422111274234163,0.195973397341385,0.372504183466419,0.226930552091354
1995,4,Meda,27,ASA,Bamyl,0.399070517067909,0.185276276144182,0.35217120740404,0.21454364829726
1995,4,Meda,34,ASA,Bamyl,0.369426322691738,0.187899278545085,0.344372400418182,0.235089227123239
1995,4,Meda,1,ASA,Acetylsalicylsyra Ellem,0.342445790652403,0.174176318935669,0.319221646364582,0.217919815971685
1995,4,Meda,2,ASA,Acetylsalicylsyra Ellem,0.24541313740626,0.124823134226416,0.228769597702088,0.15617182982077
1995,4,Meda,30,ASA,Bamyl,0.491363183209346,0.228124947661537,0.433617513957518,0.264160957665409
1995,4,Meda,36,ASA,Bamyl,0.21651255336561,0.110123589128485,0.201829006606551,0.137780568699954
1995,4,Meda,35,ASA,Bamyl,0.271339668651579,0.13801000320932,0.252937831666612,0.172670513910303
1995,4,Meda,26,ASA,Bamyl,0.478718242411569,0.222254287106884,0.422458623791879,0.257362931714531
1995,4,Meda,5,ASA,Albyl,0.248257647563928,0.126269921782174,0.231421197576923,0.157981970716085
1995,4,Meda,4,ASA,Albyl,0.296484949616616,0.150799509159296,0.276377798537476,0.188672039261272
1995,4,Bayer,25,ASA,Aspirin,0.220421872231539,0.111688653660253,0.202162553657437,0.13628862106439
1995,4,Bayer,10,ASA,Alka-seltzer,0.586600259724649,0.272605848942788,0.534381918375778,0.32083719619922
1995,4,Bayer,24,ASA,Aspirin,0.366524832419493,0.185719614172326,0.336162629192054,0.226625259510713
1995,4,Meda,98,ASA,Dispril,0.319718205713389,0.16261651241729,0.298035411111695,0.203456822813103
1995,4,Meda,100,ASA,Dispril,0.17341741794119,0.0882043474349038,0.161656516665065,0.110356420886448
1995,4,Meda,99,ASA,Dispril,0.230355325199538,0.117164362026603,0.21473298304807,0.146589595918074
1995,5,AstraZeneca,23,Paracetamol,Alvedon,0.297289747827504,0.174370947893107,0.28152789001794,0.211244633180909
1995,5,AstraZeneca,86,Paracetamol,Reliv,0.402067827365966,0.216831097699401,0.419543348731893,0.273004696240848
1995,5,AstraZeneca,37,Paracetamol,Curadon,0.444190124418968,0.239547224894799,0.463496454051636,0.301605803141786
1995,5,AstraZeneca,43,Paracetamol,Curadon,0.268783092990314,0.157650786967454,0.310964933929512,0.221562233668116
1995,5,AstraZeneca,104,Ibuprofen,Nurofen,0.558337301868328,0.290477356570513,0.54342125099868,0.375349822197935
1995,5,AstraZeneca,11,Paracetamol,Alvedon,0.467519566148117,0.252128555990066,0.423869345970036,0.265885172616766
1995,5,AstraZeneca,89,Paracetamol,Reliv,0.241083581823353,0.141404044341264,0.278918362234528,0.198729080371946
1995,5,GSK,81,Paracetamol,Panodil,0.445654235697696,0.219385033271644,0.383721527000193,0.255545533425421
1995,5,GSK,72,Paracetamol,Panodil,0.664339593713122,0.317811380191136,0.567586587242396,0.340965526044105
1995,5,McNeil,62,ASA,Magnecyl,0.238767422762043,0.151633715915133,0.311440865148849,0.222216167050147
1995,5,McNeil,58,Ibuprofen,Ipren,0.435407014206748,0.242408677544523,0.397223357839664,0.282286284116187
1995,5,McNeil,61,ASA,Magnecyl,0.300539468136021,0.190863208244449,0.39201441672778,0.279706200636235
1995,5,McNeil,66,ASA,Magnecyl,0.310088603006199,0.196927564878155,0.404470013856519,0.288593393557904
1995,5,McNeil,65,ASA,Magnecyl,0.175006881066715,0.0967031310621723,0.171557396063052,0.128176358064523
1995,5,McNeil,64,ASA,Magnecyl,0.290986047941043,0.160789460161736,0.285250547699399,0.213120373583788
1995,5,McNeil,92,ASA,Treo,0.256529315006571,0.162913737668376,0.274632792148035,0.197222635152917
1995,5,McNeil,67,ASA,Magnecyl,0.334625975622569,0.184903469967565,0.328030307625343,0.24508258536839
1995,5,McNeil,68,ASA,Magnecyl,0.21805623808988,0.120490810660704,0.213758225813669,0.159706031450024
1995,5,McNeil,91,ASA,Treo,0.266552322218809,0.169279035792612,0.285363130925676,0.204928436318385
1995,5,McNeil,90,ASA,Treo,0.326695625743137,0.207474165158708,0.349750795062502,0.251167287451505
1995,5,McNeil,57,Ibuprofen,Ipren,0.507880040160236,0.282757339384621,0.463340755545102,0.329272530381276
1995,5,McNeil,63,ASA,Magnecyl,0.227609765742694,0.144547837217029,0.296887161318812,0.211831954047309
1995,5,Nycomed,52,Ibuprofen,Ibumetin,0.533359623284763,0.26437420361493,0.490615786642759,0.323232223737608
1995,5,Nycomed,51,Ibuprofen,Ibumetin,0.635642363294791,0.315073425590469,0.584701511844352,0.385218688516859
1995,5,Meda,30,ASA,Bamyl,0.493149937457416,0.226625019725551,0.435130507533677,0.258514080900399
1995,5,Meda,1,ASA,Acetylsalicylsyra Ellem,0.342287363631333,0.172793514780515,0.319162655840417,0.213103819400742
1995,5,Meda,35,ASA,Bamyl,0.272738098269409,0.137683653040969,0.254312092824686,0.169803319119622
1995,5,Meda,32,ASA,Bamyl,0.421866484840326,0.193867003089184,0.372233602231513,0.221146589115397
1995,5,Meda,27,ASA,Bamyl,0.401814597697116,0.184652241057998,0.354540833426515,0.210635191300217
1995,5,Meda,2,ASA,Acetylsalicylsyra Ellem,0.246574549855766,0.124475769929068,0.229916136429108,0.153514222037941
1995,5,Meda,36,ASA,Bamyl,0.214791006395162,0.108430800788307,0.200279868133117,0.133726186529744
1995,5,Meda,3,ASA,Acetylsalicylsyra Ellem,0.186956625956661,0.0943794482151906,0.174325960018669,0.116396850386074
1995,5,Meda,34,ASA,Bamyl,0.372894865085539,0.188244794368558,0.347702334749759,0.232159665906457
1995,5,Meda,26,ASA,Bamyl,0.477527144199434,0.2194456295212,0.421345746666649,0.250324457961364
1995,5,Meda,4,ASA,Albyl,0.294394147006481,0.148616060062478,0.274505073239173,0.183286103438734
1995,5,Meda,5,ASA,Albyl,0.248196181408014,0.125294402006569,0.231428211626742,0.154523829502788
1995,5,Bayer,24,ASA,Aspirin,0.366562696043493,0.184386529895758,0.336140017333947,0.221610969010125
1995,5,Bayer,25,ASA,Aspirin,0.220695155881316,0.111012971033285,0.202378677165397,0.133424562506208
1995,5,Bayer,10,ASA,Alka-seltzer,0.588000023716359,0.27051516317487,0.53564974329249,0.313914564045543
1995,5,Meda,98,ASA,Dispril,0.3148249341872,0.158929930516928,0.293555569957281,0.196006055280907
1995,5,Meda,99,ASA,Dispril,0.22894786529894,0.115577466625701,0.213480299017134,0.142540069318481
1995,5,Meda,100,ASA,Dispril,0.172105847707902,0.086882477998104,0.160478490521442,0.10715094211675
1995,6,AstraZeneca,104,Ibuprofen,Nurofen,0.561362393927249,0.289547268518729,0.544741535588886,0.370577186474079
1995,6,AstraZeneca,86,Paracetamol,Reliv,0.433378577305638,0.231235052548568,0.452107749597045,0.288797687351197
1995,6,AstraZeneca,23,Paracetamol,Alvedon,0.299793467465642,0.173977175290265,0.279075079054556,0.202712425371094
1995,6,AstraZeneca,43,Paracetamol,Curadon,0.271329992858283,0.15745915389041,0.310617446189423,0.217337231130162
1995,6,AstraZeneca,11,Paracetamol,Alvedon,0.469448358553439,0.250480576436954,0.425755205152888,0.257003548909612
1995,6,AstraZeneca,37,Paracetamol,Curadon,0.44661456103743,0.238297292248511,0.465915748266217,0.297617969874909
1995,6,AstraZeneca,89,Paracetamol,Reliv,0.257348071673503,0.149345117339103,0.294611001028358,0.206137613999123
1995,6,GSK,72,Paracetamol,Panodil,0.665516655771425,0.316471874510803,0.567940504103411,0.336467187063919
1995,6,GSK,81,Paracetamol,Panodil,0.444763164644981,0.218186103443705,0.382284177096485,0.250428001759389
1995,6,McNeil,61,ASA,Magnecyl,0.311961386792223,0.197977316615839,0.406103973435495,0.286523834809013
1995,6,McNeil,67,ASA,Magnecyl,0.345588495228538,0.190655081644852,0.338441963416397,0.250979199824701
1995,6,McNeil,91,ASA,Treo,0.272351073821538,0.172839771380241,0.281573638256526,0.194057738967835
1995,6,McNeil,57,Ibuprofen,Ipren,0.516311319619585,0.286964089101302,0.465586681843962,0.324012136492267
1995,6,McNeil,62,ASA,Magnecyl,0.245630782768189,0.155882507610094,0.319756358009367,0.225601875121668
1995,6,McNeil,58,Ibuprofen,Ipren,0.453424751789406,0.252011946918189,0.408878360069841,0.284547552964764
1995,6,McNeil,92,ASA,Treo,0.264313357649807,0.167738866118338,0.273263742672159,0.188330641935081
1995,6,McNeil,90,ASA,Treo,0.336702749926787,0.213678710731201,0.348104440998042,0.239910103669574
1995,6,McNeil,68,ASA,Magnecyl,0.228031818604302,0.125801135147387,0.223316277814212,0.165605175398076
1995,6,McNeil,65,ASA,Magnecyl,0.182776428650284,0.100834534158985,0.178996738122696,0.132739030502532
1995,6,McNeil,66,ASA,Magnecyl,0.320752510986618,0.203556350598024,0.417548051508807,0.294598124522753
1995,6,McNeil,63,ASA,Magnecyl,0.232381663062341,0.147474335067149,0.302508966553671,0.213433098001532
1995,6,McNeil,64,ASA,Magnecyl,0.304106524595018,0.167770209587138,0.297817811335451,0.220853452178307
1995,6,Nycomed,52,Ibuprofen,Ibumetin,0.533521524128657,0.262919108620827,0.49058315756731,0.318930852875162
1995,6,Nycomed,51,Ibuprofen,Ibumetin,0.635846057053611,0.31334458120248,0.584672505772911,0.380098864061039
1995,6,Meda,35,ASA,Bamyl,0.273280576245106,0.137057641909284,0.254447470732872,0.167500708530432
1995,6,Meda,3,ASA,Acetylsalicylsyra Ellem,0.18698903098143,0.0937800849271883,0.17410269929079,0.114610396418063
1995,6,Meda,2,ASA,Acetylsalicylsyra Ellem,0.244090580539995,0.122418065128326,0.227269100868752,0.149609407839448
1995,6,Meda,1,ASA,Acetylsalicylsyra Ellem,0.342974484492928,0.172011032490989,0.319338429771401,0.210217901139447
1995,6,Meda,34,ASA,Bamyl,0.369837310986984,0.185483470616234,0.34435000707435,0.226682819842082
1995,6,Meda,30,ASA,Bamyl,0.491360945803611,0.223973389609157,0.433956521735519,0.252620775638832
1995,6,Meda,26,ASA,Bamyl,0.478604314087088,0.218158629461966,0.422690214195123,0.246062276787246
1995,6,Meda,36,ASA,Bamyl,0.2173768236819,0.109020389480041,0.202396320081659,0.133235857758716
1995,6,Meda,32,ASA,Bamyl,0.421019928084671,0.191910368928296,0.371833262560485,0.216456724329623
1995,6,Meda,27,ASA,Bamyl,0.399878278088429,0.18227352853219,0.353161536664332,0.205587280866629
1995,6,Meda,4,ASA,Albyl,0.300302531467941,0.150609887420134,0.279607210423045,0.184063161332211
1995,6,Meda,5,ASA,Albyl,0.249016189364429,0.124888391924765,0.231855261818855,0.152628440437273
1995,6,Bayer,10,ASA,Alka-seltzer,0.58856068320927,0.268601224127843,0.536192616760614,0.308275433474505
1995,6,Bayer,25,ASA,Aspirin,0.220077890014842,0.110056621647115,0.201806614999533,0.131285100969348
1995,6,Bayer,24,ASA,Aspirin,0.36522836620676,0.182643518218484,0.334906429178438,0.217873058175406
